school_key,urn,establishment_number,dfe_number,school_name,school_type,school_status,religious_character,statutory_low_age,statutory_high_age,percentage_fsm,administrative_district,school_capacity,census_date,number_of_pupils,number_of_boys,number_of_girls,number_of_fsm,ofsted_rating_name,ofsted_last_insp,street,locality,address3,town,county,postcode,school_website,telephone_num,head_title,head_first_name,head_last_name,head_preferred_job_title,ofsted_rating_score
643,124956,2085,936/2085,Epsom Primary and Nursery School,Local authority maintained schools,Open,Does not apply,2,11,24,Epsom and Ewell,600,21-01-2021,534,280,254,119,Good,04-07-2019,Pound Lane,,,Epsom,Surrey,KT19 8SD,www.epsomprimaryschool.co.uk/,01372720608,Mrs,Michelle,Pollard,Headteacher,2
646,144387,2090,936/2090,Auriol Junior School,Academies,Open,Does not apply,7,11,4.8,Epsom and Ewell,360,21-01-2021,353,165,188,17,Good,04-03-2020,Vale Road,Stoneleigh,Ewell,Epsom,Surrey,KT19 0PJ,www.auriol.surrey.sch.uk/,02083934721,Miss,Rebecca,Williams,Headteacher,2
647,124959,2091,936/2091,The Mead Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,4.3,Epsom and Ewell,348,21-01-2021,328,168,160,13,Inadequate,17-11-2021,Newbury Gardens,Ewell,,Epsom,Surrey,KT19 0QG,www.mead.surrey.sch.uk/,02083930966,Mrs,Tracy,Creasey,Headteacher,4
649,138764,2092,936/2092,Danetree Primary School,Academies,Open,Does not apply,2,11,16.2,Epsom and Ewell,840,21-01-2021,743,381,362,120,Outstanding,27-02-2019,Danetree Road,West Ewell,,Epsom,Surrey,KT19 9SE,www.danetreeschool.org/,02083936406,Mrs,Bethan,Smith,Headteacher,1
651,145797,2093,936/2093,West Ewell Primary School and Nursery,Academies,Open,Does not apply,2,11,13.9,Epsom and Ewell,480,21-01-2021,577,297,280,75,Not reported,,Ruxley Lane,West Ewell,,Epsom,Surrey,KT19 0UY,http://www.west-ewell.co.uk,02083932417,Mrs,Mia,Bennett,Headteacher,
652,124962,2094,936/2094,Riverview CofE Primary School,Local authority maintained schools,Closed,Does not apply,,,,Epsom and Ewell,,,,,,,Not reported,,Riverview Road,West Ewell,,Epsom,Surrey,KT19 0JP,,,,,,Headteacher,
654,143000,2095,936/2095,Cuddington Community Primary School,Academies,Open,Does not apply,2,11,10.2,Epsom and Ewell,210,21-01-2021,225,114,111,23,Good,12-06-2019,Salisbury Road,,,Worcester Park,Surrey,KT4 7DD,https://www.cuddington.thpt.org.uk/,02087162677,Miss,Emma,Dempster,Head of School,2
655,130020,2098,936/2098,Cobham County First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
656,124964,2099,936/2099,The Orchard Infant School,Local authority maintained schools,Open,Does not Apply,5,7,2.3,Elmbridge,270,21-01-2021,264,141,123,6,Outstanding,09-05-2007,Bridge Road,,,East Molesey,Surrey,KT8 9HT,www.orchard.surrey.sch.uk/,02089792945,Mrs,C A,Rusby,Headteacher,1
658,147510,2100,936/2100,Hinchley Wood Primary School,Academies,Open,Does not apply,4,11,5.4,Elmbridge,630,21-01-2021,624,316,308,34,Not reported,,Claygate Lane,Hinchley Wood,,Esher,Surrey,KT10 0AQ,www.hinchley-wood-primary.surrey.sch.uk/,02083981310,Mrs,Aisling,Hogan,Headteacher,
659,124966,2101,936/2101,Long Ditton Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,3.9,Elmbridge,232,21-01-2021,195,111,84,7,Good,25-09-2019,Ditton Hill Road,,,Surbiton,Surrey,KT6 5JB,www.longditton.surrey.sch.uk/,02083984398,Mrs,Monica,Paines,Headteacher,2
661,124968,2103,936/2103,Thames Ditton Infant School,Local authority maintained schools,Open,Does not apply,5,7,3,Elmbridge,270,21-01-2021,268,144,124,8,Outstanding,14-02-2008,Speer Road,,,Thames Ditton,Surrey,KT7 0NW,http://www.thames-ditton-infant.surrey.sch.uk,02083985842,Mrs,Rebecca,Hicks,Headteacher,1
662,130021,2104,936/2104,Joseph Palmer First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
663,130022,2105,936/2105,Sunnymead County First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
673,124971,2124,936/2124,Felbridge Primary School,Local authority maintained schools,Open,Does not apply,4,11,6.6,Tandridge,218,21-01-2021,212,112,100,14,Good,23-10-2019,Crawley Down Road,Felbridge,,East Grinstead,West Sussex,RH19 2NT,http://www.felbridgeprimary.com,01342323413,Mr,Hugh,Hogan-Fleming,,2
676,124973,2131,936/2131,Stoke Hill Community Primary School,Local authority maintained schools,Closed,Does not apply,4,11,,Guildford,,,,,,,Not reported,,Hazel Avenue,Bellfields,,Guildford,Surrey,GU1 1NR,,,Mrs,P A,Simpson,Headteacher,
677,124974,2132,936/2132,Stoughton Grange Junior School,Local authority maintained schools,Closed,Does not apply,7,11,,Guildford,,,,,,,Not reported,,Grange Road,,,Guildford,Surrey,GU2 9PZ,,,Mrs,J C,Lowry,Headteacher,
679,146259,2133,936/2133,Stoughton Infant School,Academies,Open,Does not apply,3,7,12.5,Guildford,270,21-01-2021,314,172,142,39,Not reported,,Stoughton Road,,,Guildford,Surrey,GU2 9ZT,http://www.stoughton.surrey.sch.uk,01483504172,Mrs,Sarah,Carrington,Headteacher,
680,124976,2134,936/2134,"St Francis, Westborough Community Primary School",Local authority maintained schools,Closed,Does not apply,3,11,,Guildford,210,,,,,,Not reported,,Southway,,,Guildford,Surrey,GU2 8WZ,,,Mrs,Linda,Bainton,Headteacher,
684,124978,2136,936/2136,Beacon Hill Community Primary School,Local authority maintained schools,Open,Does not apply,5,11,7.7,Waverley,280,21-01-2021,222,105,117,17,Good,28-11-2017,Beacon Hill Road,,,Hindhead,Surrey,GU26 6NR,http://www.beacon-hill.surrey.sch.uk,01428605597,Dr,Rebecca,Neeves,Headteacher,2
685,124979,2137,936/2137,Shottermill Junior School,Local authority maintained schools,Open,Does not apply,7,11,8.5,Waverley,294,21-01-2021,271,148,123,23,Good,11-12-2018,Lion Lane,,,Haslemere,Surrey,GU27 1JF,http://www.shottermill-jun.surrey.sch.uk,01428642096,Mrs,Kate,Barnes,Headteacher,2
686,124980,2138,936/2138,Shottermill Infant School,Local authority maintained schools,Open,Does not apply,5,7,9.2,Waverley,180,21-01-2021,174,76,98,16,Outstanding,13-11-2008,Lion Lane,Shottermill,,Haslemere,Surrey,GU27 1JZ,www.shottermill-infant.surrey.sch.uk/,01428642902,Mrs,Elaine,Allum,Headteacher,1
687,124981,2140,936/2140,Horley Infant School,Local authority maintained schools,Open,Does not apply,4,7,8,Reigate and Banstead,300,21-01-2021,299,152,147,24,Good,23-05-2018,Lumley Road,,,Horley,Surrey,RH6 7JF,www.horley.surrey.sch.uk/,01293782263,Mr,Jason,Walters,Headteacher,2
689,124982,2149,936/2149,Barnett Wood Infant School,Local authority maintained schools,Open,Does not apply,5,7,4.6,Mole Valley,156,21-01-2021,151,77,74,7,Outstanding,28-06-2013,Barnett Wood Lane,,,Ashtead,Surrey,KT21 2DF,http://www.barnettwood.co.uk,01372272701,Mrs,A,Gibbard,Headteacher,1
690,124983,2150,936/2150,Fetcham Village Infant School,Local authority maintained schools,Open,Does not apply,5,7,7.3,Mole Valley,180,21-01-2021,178,90,88,13,Outstanding,01-07-2015,School Lane,Fetcham,,Leatherhead,Surrey,KT22 9JU,http://www.fetcham.surrey.sch.uk,01372373502,Mrs,Christine,Shuman,Headteacher,1
693,132921,2153,936/2153,Leigh County First School,Local authority maintained schools,Closed,Does not apply,4,7,,Mole Valley,,,,,,,Not reported,,Tapners Road,Leigh,,Reigate,Surrey,RH2 8NN,,,,,,,
695,130029,2155,936/2155,Baldwins Hill County Primary School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
696,124986,2156,936/2156,Dormansland Primary School,Local authority maintained schools,Open,Does not apply,4,11,11.3,Tandridge,210,21-01-2021,213,112,101,24,Good,06-11-2019,Clinton Hill,Dormansland,,Lingfield,Surrey,RH7 6PE,http://www.dormansland.surrey.sch.uk,01342832359,Mrs,Sarah,Stokes,Headteacher,2
697,130030,2205,936/2205,Merle Common First School,Local authority maintained schools,Closed,Does not apply,4,7,,Tandridge,,,,,,,Not reported,,Merle Common,,,Oxted,Surrey,RH8 0RP,,,,,,Headteacher,
698,130031,2207,936/2207,Longmead County First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
699,124987,2209,936/2209,Earlswood Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,18.7,Reigate and Banstead,438,21-01-2021,407,200,207,76,Good,17-07-2018,St John's Road,,,Redhill,Surrey,RH1 6DZ,www.earlswood.surrey.sch.uk/,01737765125,,Julie,Chandler,Executive Headteacher,2
701,145213,2210,936/2210,Holmesdale Community Infant School,Academies,Open,Does not apply,3,7,2.2,Reigate and Banstead,412,21-01-2021,374,177,197,8,Not reported,,Alma Road,,,Reigate,Surrey,RH2 0BY,http://www.holmesdale.surrey.sch.uk,01737243678,Mrs,Sharon,Mullarkey,Headteacher,
703,144697,2211,936/2211,Merstham Primary School,Academies,Open,Does not apply,2,11,12.2,Reigate and Banstead,300,21-01-2021,235,120,115,27,Not reported,,London Road South,Merstham,,Redhill,Surrey,RH1 3AZ,www.merstham.surrey.sch.uk,01737924476,,Gavin,Oulton,Headteacher,
705,146661,2214,936/2214,St John's Primary School,Academies,Open,Does not apply,4,11,9.8,Reigate and Banstead,210,21-01-2021,234,116,118,23,Not reported,,Pendleton Road,,,Redhill,Surrey,RH1 6QG,http://www.stjohns-redhill.surrey.sch.uk,01737763804,Mrs,Liz,Wombwell,Headteacher,
707,133147,2216,936/2216,Royal Alexandra and Albert Junior School,Local authority maintained schools,Closed,Does not apply,7,11,,Reigate and Banstead,,,,,,,Not reported,,Gatton Park,,,Reigate,Surrey,RH2 0TD,,,,,,,
710,146022,2229,936/2229,Shalford Infant School,Academies,Open,Does not apply,2,7,7,Guildford,90,21-01-2021,116,59,57,8,Not reported,,Shalford Infant School,Station Row,Shalford,Guildford,Surrey,GU4 8BY,http://www.shalford.surrey.sch.uk,01483562143,Mrs,Michelle,Dutton,Headteacher,
712,144231,2253,936/2253,Tatsfield Primary School,Academies,Open,Does not apply,5,11,8.3,Tandridge,210,21-01-2021,204,102,102,17,Good,14-10-2021,3 Ship Hill,,,Tatsfield,Kent,TN16 2AH,http://www.tatsfield.surrey.sch.uk,01959577356,Mr,Kevin,Bellinger,Headteacher,2
713,124994,2257,936/2257,Oatlands School,Local authority maintained schools,Open,Does not apply,5,7,6.3,Elmbridge,270,21-01-2021,268,123,145,17,Outstanding,03-03-2010,Oatlands School,"Oatlands School, St. Marys Road",St. Marys Road,Weybridge,Surrey,KT13 9PZ,www.oatlands.surrey.sch.uk/,01932843990,Mrs,Tanya,Mooney,Headteacher,1
715,145701,2267,936/2267,Windlesham Village Infant School,Academies,Open,Does not apply,4,7,5.5,Surrey Heath,120,21-01-2021,110,59,51,6,Requires improvement,15-09-2021,School Road,,,Windlesham,Surrey,GU20 6PB,http://www.windlesham.surrey.sch.uk,01276472212,Mrs,Naomi,Ezzard,Headteacher,3
716,124996,2268,936/2268,Bagshot Infant School,Local authority maintained schools,Open,Does not apply,4,7,17.9,Surrey Heath,187,21-01-2021,168,89,79,30,Good,10-07-2018,School Lane,,,Bagshot,Surrey,GU19 5BP,http://www.bagshot.surrey.sch.uk,01276473385,Miss,Katie,Aldred,Headteacher,2
718,142433,2269,936/2269,Lightwater Village School,Academies,Open,Does not apply,5,7,6.2,Surrey Heath,180,21-01-2021,177,90,87,11,Not reported,,Catena Rise,,,Lightwater,Surrey,GU18 5RD,www.lightwatervillageschool.org,01276473346,Mrs,Lee,Parsons,Headteacher,
721,147671,2271,936/2271,Byfleet Primary School,Academies,Open,Does not apply,4,11,10.3,Woking,224,21-01-2021,232,113,119,24,Not reported,,King's Head Lane,Byfleet,,West Byfleet,Surrey,KT14 7AT,http://www.byfleet.surrey.sch.uk,01932403116,Mrs,Cheryl,Meyrick,Headteacher,
724,147427,2274,936/2274,Knaphill School,Academies,Open,Does not apply,7,11,12.1,Woking,360,21-01-2021,307,163,144,37,Not reported,,High Street,Knaphill,,Woking,Surrey,GU21 2QH,http://knaphill.surrey.sch.uk,01483888899,Miss,Jo,Concannon,Federation Headteacher,
726,146917,2275,936/2275,Maybury Primary School,Academies,Open,Does not apply,2,11,17.5,Woking,270,21-01-2021,262,134,128,37,Not reported,,Walton Road,,,Woking,Surrey,GU21 5DW,http://www.maybury.surrey.sch.uk,01483763272,Mrs,Amanda,Merritt,Headteacher,
728,125003,2279,936/2279,West Byfleet Infant School,Local authority maintained schools,Open,Does not apply,5,7,8.7,Woking,270,21-01-2021,265,127,138,23,Outstanding,07-05-2008,Camphill Road,,"West Byfleet Infant School, Camphill Road",West Byfleet,Surrey,KT14 6EF,http://www.west-byfleet-infant.surrey.sch.uk,01932343260,Miss,Stacey,Webber,Headteacher,1
730,125004,2286,936/2286,Wood Street Infant School,Local authority maintained schools,Open,Does not apply,4,7,16.9,Guildford,90,21-01-2021,71,35,36,12,Outstanding,12-03-2015,Wood Street,,,Guildford,Surrey,GU3 3DA,www.woodstreetschool.co.uk/,01483235165,Miss,Katherine,Potter,Headteacher,1
732,148882,2288,936/2288,Shawley Community Primary Academy,Academies,Open,Does not apply,5,11,,Reigate and Banstead,315,,,,,,Not reported,,Shawley Way,Tattenham Corner,Epsom Downs,Epsom,Surrey,KT18 5PD,https://www.shawleyprimaryschool.co.uk/,01737350344,Mrs,Emma,Dallimore,Headteacher,
734,143989,2292,936/2292,Lorraine Infant School,Academies,Open,Does not apply,2,7,18.6,Surrey Heath,90,21-01-2021,121,63,58,19,Good,25-09-2019,Highland Road,,,Camberley,Surrey,GU15 4EX,www.pineridgeandlorraine.co.uk/,0127665649,Mrs,Claire-Louise,West,Executive,2
738,125008,2297,936/2297,The Greville Primary School,Local authority maintained schools,Open,Does not apply,4,11,7.4,Mole Valley,660,21-01-2021,651,304,347,48,Good,16-10-2019,Stonny Croft,Bramley Way,,Ashtead,Surrey,KT21 1SH,http://www.greville.surrey.sch.uk,01372274872,Mr,Duncan,Steele,Headteacher,2
741,125010,2302,936/2302,Hurst Green Infant School,Local authority maintained schools,Open,Does not apply,3,7,19.1,Tandridge,90,21-01-2021,103,46,57,17,Good,19-11-2019,Wolfs Wood,Hurst Green,,Oxted,Surrey,RH8 0HJ,www.hurstgreenschool.org,01883712171,Mrs,Sarah,George,Head of School,2
744,137014,2309,936/2309,The Raleigh School,Academies,Open,Does not apply,4,11,5,Guildford,420,21-01-2021,436,234,202,22,Outstanding,07-12-2017,Northcote Crescent,West Horsley,,Leatherhead,Surrey,KT24 6LX,www.theraleigh.org/,01483282988,Mrs,Fiona,O'Neill,Headteacher,1
748,125012,2311,936/2311,Meath Green Junior School,Local authority maintained schools,Open,Does not apply,7,11,10.6,Reigate and Banstead,360,21-01-2021,360,176,184,38,Good,09-05-2019,Greenfields Road,,,Horley,Surrey,RH6 8HW,www.mgjs.org,01293784298,,Serena / Patrick,Beasley / Amerio,,2
752,142999,2313,936/2313,Eastwick Junior School,Academies,Open,Does not apply,7,11,5.7,Mole Valley,360,21-01-2021,370,208,162,21,Good,20-03-2019,Eastwick Drive,Great Bookham,,Leatherhead,Surrey,KT23 3PP,www.eastwickschools.uk,01372453672,Mr,Michael,Lowes,Headteacher,2
753,125014,2315,936/2315,Milford School,Local authority maintained schools,Open,Does not apply,4,7,5.7,Waverley,180,21-01-2021,176,95,81,10,Good,06-11-2018,Church Road,Milford,,Godalming,Surrey,GU8 5JA,http://www.milford.surrey.sch.uk,01483422087,Mr,Andrew,Stear,Headteacher,2
755,145205,2316,936/2316,Dovers Green School,Academies,Open,Does not apply,4,7,17.1,Reigate and Banstead,286,21-01-2021,286,134,152,49,Not reported,,Rushetts Road,,,Reigate,Surrey,RH2 7RF,http://www.dovers-green.surrey.sch.uk,01737245515,Ms,Nicki,Starling,Headteacher,
758,130040,2321,936/2321,Goodwyns County First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
760,125017,2329,936/2329,Heather Ridge Infant School,Local authority maintained schools,Open,Does not apply,4,7,6.1,Surrey Heath,180,21-01-2021,181,100,81,11,Outstanding,14-01-2009,Martindale Avenue,Heatherside Estate,,Camberley,Surrey,GU15 1AY,http://www.heather-ridge.co.uk,0127624918,Miss,Sarah,Elliott,Headteacher,1
762,125019,2335,936/2335,Oakfield Junior School,Local authority maintained schools,Open,Does not apply,7,11,11.2,Mole Valley,256,21-01-2021,249,136,113,28,Good,09-02-2022,Bell Lane,Fetcham,,Leatherhead,Surrey,KT22 9ND,www.oakfieldjunior.com/,01372374781,Mrs,Debrah,Willemse,Headteacher,2
766,145279,2336,936/2336,South Camberley Primary and Nursery School,Academies,Open,Does not apply,3,11,18.1,Surrey Heath,840,21-01-2021,656,304,352,111,Not reported,,Frimley Road,,,Camberley,Surrey,GU15 2QB,http://www.southcamberley.surrey.sch.uk/,0127663870,Mrs,Nicky,Wright,Acting Executive Headteacher,
769,140594,2341,936/2341,The Hermitage School,Academies,Open,Does not apply,7,11,15.5,Woking,378,21-01-2021,310,157,153,48,Good,27-02-2019,Oakwood Road,St John's,,Woking,Surrey,GU21 8UU,www.hermitage.surrey.sch.uk,01483472047,Mrs,Clare,Spires,Headteacher,2
770,125023,2343,936/2343,Banstead Community Junior School,Local authority maintained schools,Open,Does not apply,7,11,11.6,Reigate and Banstead,366,21-01-2021,344,159,185,40,Good,21-02-2017,The Horseshoe,,,Banstead,Surrey,SM7 2BQ,http://www.bcjs.org.uk,01737351788,Mr,Steven,Scott,Headteacher,2
772,125025,2349,936/2349,Worplesdon Primary School,Local authority maintained schools,Open,Does not apply,4,11,12.1,Guildford,540,21-01-2021,522,261,261,63,Good,29-01-2020,Envis Way,Worplesdon,,Guildford,Surrey,GU3 3NL,www.worplesdonprimaryschool.com/,01483232126,Mrs,K,O'Brien,Headteacher,2
773,125026,2350,936/2350,West Ashtead Primary School,Local authority maintained schools,Open,Does not apply,5,11,12.5,Mole Valley,330,21-01-2021,272,142,130,34,Requires improvement,03-07-2019,Taleworth Road,,,Ashtead,Surrey,KT21 2PX,www.west-ashtead.surrey.sch.uk/,01372272082,Mrs,Ruth,Hall,Headteacher,3
776,141447,2355,936/2355,Cuddington Croft Primary School,Academies,Open,Does not apply,3,11,1.3,Sutton,496,21-01-2021,471,244,227,6,Good,26-09-2017,West Drive,Cheam,,Sutton,Surrey,SM2 7NA,www.cuddingtoncroft.org,02086424325,Mr,Scott,Maclean,Headteacher,2
777,125028,2359,936/2359,Prior Heath Infant School,Local authority maintained schools,Open,Does not apply,4,7,6.7,Surrey Heath,180,21-01-2021,179,98,81,12,Good,22-09-2021,Prior Road,,,Camberley,Surrey,GU15 1DA,www.priorheathinfant.co.uk/,0127625546,Mrs,Lindsey,Chivers,Headteacher,2
778,125029,2361,936/2361,Shawfield Primary School,Local authority maintained schools,Open,Does not apply,5,11,20.1,Guildford,210,21-01-2021,194,114,80,39,Good,01-02-2018,Winchester Road,,,Ash,Surrey,GU12 6SX,www.shawfield.surrey.sch.uk,01252320379,Mr,Stephen,Corcoran,Headteacher,2
780,146846,2362,936/2362,Warren Mead Infant School,Academies,Open,Does not apply,5,7,10.1,Reigate and Banstead,210,21-01-2021,238,127,111,24,Not reported,,Partridge Mead,,,Banstead,Surrey,SM7 1LS,http://www.warrenmead.co.uk,01737351962,Mr,Scott,Maclean,Headteacher,
787,140090,2373,936/2373,The Oaktree School,Academies,Open,Does not apply,2,7,11.6,Woking,270,21-01-2021,276,147,129,31,Not reported,,Gorsewood Road,St John's,,Woking,Surrey,GU21 8WT,www.theoaktreeschool.co.uk/,01483474981,Mrs,Clare,Spires,Headteacher,
789,140057,2374,936/2374,Boxgrove Primary School,Academies,Open,Does not apply,4,11,4.9,Guildford,630,21-01-2021,634,323,311,31,Good,07-11-2018,Boxgrove Lane,Merrow,,Guildford,Surrey,GU1 2TD,www.boxgrove.surrey.sch.uk,01483563701,Mrs,Alison Fitch /,Rebecca Stacey,Co-Headteachers,2
792,142356,2376,936/2376,Mytchett Primary & Nursery Academy,Academies,Open,Does not apply,2,11,6.9,Surrey Heath,210,21-01-2021,247,128,119,15,Good,16-10-2019,Hamesmoor Road,Mytchett,,Camberley,Surrey,GU16 6JB,www.mytchett.kite.academy,01252544009,Mrs,Sam,Willans,Headteacher,2
793,130045,2380,936/2380,The Drive First School,Local authority maintained schools,Closed,Does not apply,4,7,,Elmbridge,,,,,,,Not reported,,The Drive,,,Esher,Surrey,KT10 8DJ,,,,,,Headteacher,
795,143001,2381,936/2381,Wallace Fields Infant School and Nursery,Academies,Open,Does not apply,2,7,3.9,Epsom and Ewell,224,21-01-2021,180,99,81,7,Outstanding,01-12-2021,Wallace Fields,Ewell,,Epsom,Surrey,KT17 3AS,www.wallacefieldsinfantschool.co.uk/,02083940647,Miss,Nicky Mann,Mr Jamie Hallums,Headteacher,1
796,125037,2384,936/2384,The Grange Community Infant School,Local authority maintained schools,Open,Does not apply,5,7,5.2,Runnymede,270,21-01-2021,269,147,122,14,Good,15-11-2018,The Avenue,New Haw,,Addlestone,Surrey,KT15 3RL,http://www.grange.surrey.sch.uk,01932346113,Mrs,Elizabeth,Edwards,Headteacher,2
797,125038,2385,936/2385,Hurst Park Primary School,Local authority maintained schools,Open,Does not apply,3,11,9.1,Elmbridge,460,21-01-2021,436,221,215,37,Good,07-11-2017,Hurst Road,,,West Molesey,Surrey,KT8 1QS,www.hurst-park.surrey.sch.uk/,02089791709,Mr,Jon,James,Headteacher,2
